season,level1,level2,beta,delta_F,d_B,coverage,A_rev,A_lf,A_imbalance,A_ep_blocked_rate,A_lost_rate,A_flex_share_n,A_flex_share_cbm,A_avg_unit_price,A_mean_d,A_no_offer_rate,B_rev,B_lf,B_imbalance,B_ep_blocked_rate,B_lost_rate,B_flex_share_n,B_flex_share_cbm,B_avg_unit_price,B_mean_d,B_no_offer_rate,P_rev,P_lf,P_imbalance,P_ep_blocked_rate,P_lost_rate,P_flex_share_n,P_flex_share_cbm,P_avg_unit_price,P_mean_d,P_no_offer_rate,C_rev,C_lf,C_imbalance,C_ep_blocked_rate,C_lost_rate,C_flex_share_n,C_flex_share_cbm,C_avg_unit_price,C_mean_d,C_no_offer_rate,A_rev_sd,B_rev_sd,P_rev_sd,C_rev_sd,cannibalisation,gap_BA,gap_CB,gap_CA,gap_PA,gap_CP,d_paper,CA_ci95
ANY,ANY,ANY,0.6,0.0,0.05,0.5185185185185185,4213.0787723659705,0.6360324233644279,0.07323423840712781,0.36686748041147554,0.36686748041147554,0.0,0.0,100.0,,0.0,4317.311102824058,0.6703440881480486,0.038951426151093274,0.4386963905118648,0.38286242058726816,0.5515074084817884,0.5541575547789789,97.22921222610512,0.05000000000000002,0.0,4066.5660633000034,0.6710169178585329,0.038464436382524385,0.4396652859571462,0.3845548682696679,0.5639275738070295,0.5670935836943651,91.49359624458454,0.14999999999999997,0.0,4309.970293789319,0.6694025903150385,0.03888403273534504,0.4342765141519327,0.3799060388680192,0.5172652328126162,0.5161449069914079,97.22233799073865,0.0549431619023912,0.07514537792108313,304.47723549858233,277.3147990008704,257.72916943292046,268.3690657462533,0.7288310279359913,2.4740180777477656,-0.17003196804458964,2.2997794880758025,-3.4775687088254665,5.985498002503712,0.15,0.42919743140837274
Peak/Peak,Peak,Peak,0.6,-0.30000000000000004,0.05,0.4537037037037037,4422.274232425751,0.667613863590844,0.057990120187318264,0.4795855165220597,0.4795855165220597,0.0,0.0,100.0,,0.0,4459.4069607610345,0.6901094800323601,0.03983236018618756,0.5449147617698044,0.49376425395973633,0.4865612907930392,0.48993753643704807,97.55031231781476,0.05000000000000001,0.0,4234.32932335769,0.6914139543368247,0.038916958721525785,0.5457484968783092,0.49486247435800296,0.5003145237725662,0.503592619025761,92.44611071461358,0.14999999999999997,0.0,4449.768529905026,0.6914008466953646,0.03822194241159802,0.5435707675895347,0.49219684649037276,0.47087364318169705,0.4722729342286847,97.14806242609444,0.055957054468352876,0.04086466372684889,234.90503011890482,231.99072345032042,225.2445662232494,246.70933152939833,0.7240406944598031,0.8396749360999144,-0.2161370545639396,0.6217230328611768,-4.249960522347966,5.087918064353581,0.15,0.4072943400299893
Peak/Normal,Peak,Normal,0.6,-0.30000000000000004,0.05,0.4675925925925926,4350.792142637835,0.6568224853016056,0.06345240233610244,0.4400171796432369,0.4400171796432369,0.0,0.0,100.0,,0.0,4409.7978925513735,0.6822340915724335,0.03881974785835988,0.5060152156036902,0.45127852482298,0.4799145903659485,0.48394072469991195,97.58029637650044,0.05000000000000001,0.0,4185.620115517124,0.68258047785804,0.03900144438583369,0.5073169214218436,0.45304523159897925,0.4915245827782634,0.49517837280580096,92.57232440791299,0.14999999999999997,0.0,4442.044321189033,0.6825403730004913,0.039959420920260384,0.5035955474353211,0.44974772776705424,0.4659860396204704,0.46803104302188314,98.25808380486697,0.03857280785307045,0.02780572955884171,243.11344925064438,232.35635732032608,229.23423296295533,229.95288607950897,0.7248178559037817,1.3562070533152093,0.7312450462214506,2.097369296430533,-3.796366769674487,6.126313391922068,0.15,0.3905438831468573
Peak/OffPeak,Peak,OffPeak,0.6,-0.30000000000000004,0.05,0.49537037037037035,4180.138243861427,0.6310595174911575,0.08879750709208498,0.387171548503669,0.387171548503669,0.0,0.0,100.0,,0.0,4311.5181542774835,0.667103985433612,0.042982166432322534,0.4461857751931831,0.3858226828513881,0.4804603161273684,0.485707870366753,97.57146064816624,0.05000000000000002,0.0,4094.5216878880387,0.6681052420864992,0.041015039396552794,0.4463816024642881,0.38699304901215187,0.4932720704366444,0.49836735753768474,92.52448963693475,0.14999999999999994,0.0,4302.834974489889,0.6665283454297983,0.043625640391740515,0.44545353419133876,0.3823142123913052,0.45556498825276764,0.45860005413209975,97.44867275417928,0.051757138721153825,0.0746746456059128,267.0692233201372,243.1606861731655,232.808706927007,247.82565430746854,0.6848309059491483,3.1429561117742657,-0.20139494899215826,2.935231407923954,-2.0481752271977443,5.087609798674637,0.15,0.4618853661512234
Normal/Peak,Normal,Peak,0.6,-0.30000000000000004,0.05,0.47685185185185186,4358.501095140977,0.6579862764403649,0.06256701318777601,0.436329431247638,0.436329431247638,0.0,0.0,100.0,,0.0,4413.161376356147,0.682809533907074,0.040119872399991215,0.5035247228589869,0.4492063138003574,0.4820617558702908,0.48526456262016415,97.57367718689919,0.05000000000000001,0.0,4187.336893800346,0.6829945880329832,0.039595292006383384,0.5047850566507869,0.4505916127606016,0.4938174632193666,0.4963068789512086,92.55539681573187,0.14999999999999994,0.0,4461.881714854175,0.6822011735856576,0.04037572559519925,0.49908432511018774,0.44839758892632614,0.4604555290828435,0.46306988830851237,98.74131056547387,0.025098248005744866,0.04685426364305594,239.26962814881267,225.92290412858648,224.13449935933357,229.43457583791889,0.7291191103306994,1.25410731859418,1.1039781767113828,2.371930566415383,-3.92713452639604,6.556549616542968,0.15,0.3957484439399351
Normal/Normal,Normal,Normal,0.6,-0.30000000000000004,0.05,0.4861111111111111,4249.074547047751,0.6414665680929577,0.0631913894214314,0.37988630993732464,0.37988630993732464,0.0,0.0,100.0,,0.0,4335.562382309985,0.6706635011189707,0.04100954022412017,0.44648530299130806,0.3913820000049803,0.4756000973049578,0.4811959247801609,97.5940203760992,0.05000000000000001,0.0,4116.20974224311,0.6713900955825954,0.04092699517762755,0.44806543362664697,0.3927590350853778,0.49078002941207816,0.4961197923712467,92.55820311443131,0.14999999999999994,0.0,4329.900396549811,0.6685028927441385,0.0410543846319386,0.43960249222648556,0.3873613925925303,0.4294700666034754,0.4281727583001029,97.78555015379585,0.05109635857306083,0.11463977153409266,259.0381522006387,236.8457251183245,228.0622246238511,241.34221263182064,0.7283838252502925,2.0354511154040633,-0.1305940328128064,1.9021989048937173,-3.1269115976549724,5.191442314362043,0.15,0.4056809208636766
Normal/OffPeak,Normal,OffPeak,0.6,-0.30000000000000004,0.05,0.5046296296296297,4071.5343145530264,0.6146639967622323,0.07827984977578405,0.31127127904306645,0.31127127904306645,0.0,0.0,100.0,,0.0,4214.440186423888,0.6518191654672427,0.042961879014915286,0.37477095771850855,0.3153760793316284,0.4728649067852767,0.47798453042104183,97.6100773478948,0.05000000000000001,0.0,3997.385376026374,0.6517041042420796,0.04360510462145564,0.37681245939017005,0.31759418845353155,0.4888580285725182,0.49332732627767606,92.60009010583487,0.14999999999999994,0.0,4223.656595497546,0.6519074079783158,0.04382011004090022,0.3756463022930883,0.31445949597559797,0.46445173898707665,0.4691231221349521,97.80745404467618,0.04398990253895784,0.025716162092858097,264.27495029354805,243.65185874306704,242.1322835308657,251.62217709700965,0.7225177304964538,3.5098776242672978,0.2186864367739025,3.7362396873528354,-1.8211546998785972,5.660480493779611,0.15,0.45125412982244295
OffPeak/Peak,OffPeak,Peak,0.6,-0.30000000000000004,0.05,0.5462962962962963,4156.296593365888,0.6274602345057197,0.09256350771422421,0.38709935109007915,0.38709935109007915,0.0,0.0,100.0,,0.0,4319.503427791643,0.6684874766297654,0.04368088033690538,0.44568864495429417,0.3840596703564421,0.48582400193757086,0.4903370399930118,97.54831480003493,0.05000000000000001,0.0,4098.729959652375,0.6692981287173325,0.04373945498937671,0.44623940173725307,0.38560467531493514,0.4985808884777957,0.5032687457540688,92.45096881368896,0.14999999999999997,0.0,4352.412451023015,0.6688515783097813,0.04543987337033323,0.44237953958661963,0.3769158305339122,0.43097231599553415,0.4309248742983015,98.23400734650735,0.04090319742157488,0.14691247589835243,263.1449995698834,247.51258628691215,238.86369496468126,259.8639722049493,0.6612766512355741,3.9267369582396774,0.7618705201073726,4.718524129634039,-1.3850463368133576,6.189295071104296,0.15,0.44548549100516505
OffPeak/Normal,OffPeak,Normal,0.6,-0.30000000000000004,0.05,0.46296296296296297,4083.0175428218076,0.6163975759090894,0.07709090326409017,0.30911062736412875,0.30911062736412875,0.0,0.0,100.0,,0.0,4213.27679795862,0.6517314066853381,0.04196776278259568,0.3728415277144006,0.31322696514431975,0.4743230336829935,0.48058729184943727,97.59706354075283,0.05000000000000002,0.0,3998.552584957238,0.6520857713198651,0.042525327572195966,0.3738003421508631,0.3147324158463839,0.4885966921489854,0.49496940424636565,92.57545893630453,0.14999999999999994,0.0,4244.797975818561,0.6509881384168982,0.04322333451725215,0.3663152312002327,0.30961942473674126,0.4426719052264463,0.44656013469119143,98.44408277401588,0.03502071480663599,0.07684734154275871,267.80891090808626,239.48898465399066,228.30094619132876,242.1364116298107,0.7210274790919953,3.19026929888694,0.7481392600460949,3.9622762160592053,-2.0686895654676762,6.158363198416117,0.15,0.4313795487894274
OffPeak/OffPeak,OffPeak,OffPeak,0.6,-0.30000000000000004,0.05,0.4398148148148148,3885.2137519909174,0.5865358925107063,0.07114473209320588,0.2052649827809417,0.2052649827809417,0.0,0.0,100.0,,0.0,4016.255396070407,0.6212562356239267,0.044505444224610925,0.26878916712645906,0.2108290968226799,0.4736394050152276,0.4801196722073157,97.59940163896341,0.05000000000000001,0.0,3817.6481606251155,0.6223901336531511,0.04404657492873474,0.26997454942258137,0.21203890314398177,0.4865115193377477,0.4925249439836225,92.61212584024567,0.14999999999999994,0.0,4008.3939787981835,0.6207453389055848,0.04398845149953685,0.2634135129363538,0.20770320957938077,0.4481040751010666,0.4534090496387069,97.46660857872692,0.05423736921935415,0.0637851827620077,286.8633365199545,257.63927660232605,244.84091385763656,277.4534194569361,0.755155926639549,3.3728297191458125,-0.19573997410412308,3.170487769022857,-1.7390443789914791,4.996422146503796,0.15,0.4722654606470967
ANY,ANY,ANY,0.6,-0.30000000000000004,0.05,0.5555555555555556,4183.222295685791,0.6315251050250289,0.07679568361878251,0.3637557884626938,0.3637557884626938,0.0,0.0,100.0,,0.0,4279.535858222295,0.662255908601521,0.042744951140872,0.42859844913518047,0.37147583523138894,0.48175822333828217,0.48867580038448755,97.55662099807756,0.05000000000000001,0.0,4063.977244121253,0.6637432768417679,0.043312261546876535,0.42995452207584295,0.3726636169892815,0.49801613678110923,0.5040495089951625,92.43925736507255,0.14999999999999994,0.0,4291.039490577701,0.6606004235937091,0.04170851065254912,0.42554274923227653,0.3706795033852792,0.4642578563319404,0.4711181353832753,98.05225714095224,0.038289686837862436,0.037949692143133124,308.1838998551255,277.15337771646546,262.3120744771563,295.7122491658764,0.7254758418740849,2.302377347621074,0.2688056073488415,2.5773718743826506,-2.850554982160932,5.587192861005927,0.15,0.4229169991596999
Peak/Peak,Peak,Peak,0.8,0.0,0.05,0.4675925925925926,4433.257571211391,0.6692719763302222,0.056880914231569636,0.4783840788779631,0.4783840788779631,0.0,0.0,100.0,,0.0,4480.395520840032,0.6957702694538981,0.03753016107191884,0.5483042801922092,0.49875610214876487,0.5535134686331693,0.55678198491233,97.21609007543834,0.05000000000000001,0.0,4213.5480116890385,0.6963368160473958,0.037721570163847744,0.5501005868452989,0.5001337139780531,0.5733365652794871,0.5763427824380316,91.35485826342952,0.15,0.0,4550.03825967786,0.694540793973506,0.03916328772998973,0.5400475649102239,0.49385112999198616,0.48902819883975185,0.4834862475311526,98.90859922283755,0.023460563173137095,0.12445290955901499,245.52972675043858,228.08628682240322,217.2014776845693,219.18252106987242,0.7297827239003709,1.063280192306994,1.554388189924146,2.6341958839661626,-4.955939419110199,7.9859122776184135,0.15,0.3734315607731882
Peak/Normal,Peak,Normal,0.8,0.0,0.05,0.4675925925925926,4361.838130165594,0.658490055882487,0.06302494201750258,0.435129026316021,0.435129026316021,0.0,0.0,100.0,,0.0,4419.6102273515,0.6863129236260312,0.03841670057404682,0.5060477828594777,0.4539435864676913,0.5533487071100847,0.5566435498099256,97.21678225095039,0.05000000000000002,0.0,4155.690531531676,0.6866475403862191,0.037696519299227675,0.5085882116395765,0.45696198906597457,0.5730208813347746,0.5754954238262677,91.36756864260599,0.14999999999999997,0.0,4462.560588365376,0.6853855837852854,0.04061812163333514,0.5043418291819404,0.4514862881970984,0.5292420556236038,0.5294839639710218,98.29204490375456,0.030423959383083288,0.0468550087698124,238.67295514557267,230.80077229528663,222.90184317894037,237.7767020544355,0.7377611789643687,1.3244897096562576,0.9718133229955619,2.309174600111964,-4.7261634311517,7.38433371073461,0.15,0.40281511506926065
Peak/OffPeak,Peak,OffPeak,0.8,0.0,0.05,0.5370370370370371,4160.278347338096,0.6280613447068383,0.09347391712131764,0.3859665859369648,0.3859665859369648,0.0,0.0,100.0,,0.0,4301.0062546683985,0.6678427515170161,0.04331729854757789,0.4500410310891483,0.39306227834943824,0.5527423747372799,0.555027773877762,97.2248611306112,0.05000000000000001,0.0,4049.066692898455,0.6688328611803049,0.040090545248968185,0.45209786649536227,0.39560291467557507,0.5712892956864092,0.5737339750266051,91.39399037460093,0.14999999999999997,0.0,4355.6323967172375,0.6662469584545312,0.04291666371132109,0.44767368090544385,0.3863658453164719,0.4853624200246156,0.4824872095957906,98.69901742041664,0.027791357433804093,0.14826911558774877,255.58788603877608,241.1924620432877,229.27720102759935,241.28239905000433,0.6887247775774844,3.38265605281785,1.2700781820427887,4.6956966113610275,-2.673178214404771,7.571268321079012,0.15,0.44622931129939336
Normal/Peak,Normal,Peak,0.8,0.0,0.05,0.4675925925925926,4353.65993333533,0.657255424718498,0.062376644384410845,0.4329167452797494,0.4329167452797494,0.0,0.0,100.0,,0.0,4407.867230834156,0.6845785330871186,0.037971130628407304,0.5057257253365441,0.4537990302727009,0.5558459698081438,0.5591542320195471,97.20422883990226,0.05000000000000001,0.0,4144.607936917076,0.6851484694124056,0.0372211902896241,0.5079109241179075,0.4557370252066208,0.5748554744015053,0.578466262967873,91.32300605548191,0.14999999999999997,0.0,4467.119482425159,0.6826674752654003,0.0391083342797392,0.5023218741518594,0.4525983360215416,0.5196973478480548,0.5203831454847032,98.78556217331436,0.027950173332972308,0.07468899226255361,243.60900662437447,232.34572592924775,222.3588280123165,239.45347558029476,0.7279009798865395,1.2450971901541663,1.3442385736239644,2.606072840487291,-4.801752999070365,7.781472950321571,0.15,0.38881134502889725
Normal/Normal,Normal,Normal,0.8,0.0,0.05,0.46296296296296297,4253.335172206119,0.6421097784127596,0.060738244889292796,0.38337072298584624,0.38337072298584624,0.0,0.0,100.0,,0.0,4328.545310134047,0.6722550365471293,0.039213838109478004,0.4589533908813605,0.40437550504806674,0.5532346247193578,0.5589665158270499,97.20516742086474,0.05000000000000001,0.0,4066.5402522852764,0.672149322973561,0.03842584214666133,0.46094746037186934,0.4070115809703945,0.5717239997406678,0.5775426987685401,91.3368595184719,0.14999999999999997,0.0,4363.79498444602,0.6685056545827895,0.040831825017309115,0.4461036676208546,0.3974367105980173,0.46507608713285975,0.4593677648920286,98.54692417604598,0.03378056744323962,0.1812448515900673,254.432141772268,238.411557296241,225.33459304935562,239.55028208264397,0.7348457568119073,1.768262666422275,0.8143538252781076,2.597016406365357,-4.39172819347683,7.30976982199291,0.15,0.4023920892305453
Normal/OffPeak,Normal,OffPeak,0.8,0.0,0.05,0.49537037037037035,4073.6332926317755,0.6149808714721883,0.07709397606647014,0.3105764207540666,0.3105764207540666,0.0,0.0,100.0,,0.0,4209.097734483343,0.653446585832028,0.041975639145713964,0.37918758437709826,0.3220033130862013,0.5440634871308218,0.5510846050171516,97.24457697491425,0.05000000000000001,0.0,3971.5697930740334,0.6555428222825057,0.04018336804930654,0.3794731374313237,0.3221126237790098,0.5626299890642995,0.5689055911370745,91.46641613294389,0.14999999999999997,0.0,4214.928045122264,0.6519766308747329,0.040978478498538376,0.3763546392271462,0.31888078558460425,0.5070820668886323,0.5103794577946442,97.60020645803557,0.043233685657162194,0.08241089887625215,269.2884593513849,224.7882030132906,215.25246975403726,232.52753111789758,0.7293420823413275,3.325396080609168,0.13851687479613434,3.468519190130755,-2.50546606004891,6.1275078804511915,0.15,0.44917497439706733
OffPeak/Peak,OffPeak,Peak,0.8,0.0,0.05,0.5277777777777778,4144.2536779839065,0.625642161531387,0.09425659275539346,0.38633756955441195,0.38633756955441195,0.0,0.0,100.0,,0.0,4323.24141888165,0.6713558211291332,0.03914579207053774,0.44626072116511367,0.38810855239141134,0.5532906369674498,0.556889238092215,97.21555380953892,0.05000000000000001,0.0,4069.6728955364088,0.6723299476069404,0.04038857088025643,0.447465981098094,0.3892166242010693,0.5710010482674063,0.5746365070021706,91.38045239496743,0.14999999999999997,0.0,4340.697039575181,0.6682650723217057,0.03991218318425452,0.44309542284330616,0.3838702211161264,0.49422092388378674,0.49194901929808965,98.06615829194251,0.039128749309871036,0.12893076234475623,272.81921082474304,244.28225023777378,229.02573679357522,239.3118348419125,0.687436275065141,4.318937854808575,0.40376233946349327,4.740138438794618,-1.7996191411665652,6.659605108214721,0.15,0.4706428401218491
OffPeak/Normal,OffPeak,Normal,0.8,0.0,0.05,0.4583333333333333,4067.7202822467884,0.6140882068609282,0.08222858731774595,0.3064455653362989,0.3064455653362989,0.0,0.0,100.0,,0.0,4192.2691258409395,0.6509679719055458,0.04185009961164772,0.3787504554124692,0.32249724317891826,0.5487691021167674,0.5554634093209804,97.2226829533951,0.05000000000000001,0.0,3948.6387565854398,0.6524301104086458,0.04039349534814865,0.3805271869192881,0.32440926994740055,0.5693543433487679,0.5757031431164411,91.36445285325338,0.14999999999999997,0.0,4243.624053562163,0.6516812795031853,0.041631758529628,0.3714764507218653,0.3155999834123771,0.5056472914701107,0.5087431152166211,98.3206393138106,0.03188678923883507,0.08736118565830824,267.47396595736205,241.8903707954062,229.84850356051356,234.11525760504864,0.728786999419617,3.0618831913721722,1.2249911964065954,4.32438218731733,-2.9274757701769625,7.470556694626826,0.15,0.43825624118951495
OffPeak/OffPeak,OffPeak,OffPeak,0.8,0.0,0.05,0.4675925925925926,3873.901472763687,0.5848281208882378,0.0717804122325133,0.20635874545561309,0.20635874545561309,0.0,0.0,100.0,,0.0,4021.1769877235392,0.6242171518473772,0.04448707020184137,0.2771785465294311,0.21971979218836565,0.5416399168945503,0.5493287931100768,97.25335603444961,0.05000000000000001,0.0,3788.9071627642784,0.6251200579070791,0.045032542403925326,0.27907709003618436,0.22183962691467993,0.5593931135448623,0.5662222814744241,91.50666577788364,0.14999999999999994,0.0,4070.399342916451,0.6240389618223071,0.04259749775288953,0.2729364181763211,0.21672467726372907,0.5117377238158884,0.5181629153713384,98.46981079162933,0.027959741733699285,0.05738501815691818,279.9036793838783,256.71592232670355,245.40032704625705,271.29321201309864,0.7571091518688687,3.801736208194897,1.2240783070027852,5.072350743411666,-2.1940235340774548,7.429376547373731,0.15,0.4601574164923476
ANY,ANY,ANY,0.8,0.0,0.05,0.5138888888888888,4178.89376230896,0.6308716428606522,0.06999024392715081,0.37215910645178296,0.37215910645178296,0.0,0.0,100.0,,0.0,4291.009718018809,0.6662484007425714,0.04112392510234441,0.4401621792441393,0.38466324562540544,0.5480991566980894,0.5536970412649341,97.23151479367533,0.05000000000000001,0.0,4040.865594205736,0.6672729387513161,0.040886799020345,0.4420784512839089,0.3868383436994992,0.5665032557583995,0.5717670760540504,91.42349385918924,0.14999999999999997,0.0,4335.89005629909,0.665116113188956,0.04079333735180754,0.43815733967602993,0.38168818105587704,0.5157629015627616,0.5178427115252398,98.4166839845252,0.028779947824951524,0.06553850959916906,322.8670813256638,274.34705230394917,263.08697489036564,284.01945891037246,0.7159776172108437,2.6829099299213026,1.045915559030783,3.756886461343915,-3.3029834198742307,7.3010214077992215,0.15,0.43327721142479225
Peak/Peak,Peak,Peak,0.8,-0.30000000000000004,0.05,0.42592592592592593,4435.950798686851,0.6696785626036913,0.056219592729467124,0.48236619012358306,0.48236619012358306,0.0,0.0,100.0,,0.0,4494.753033786308,0.6956659600063455,0.03960816316357077,0.544486879064666,0.4942478413129506,0.4875136468450215,0.49192266216028685,97.54038668919857,0.05000000000000002,0.0,4257.517153244366,0.6959167129047273,0.03772379772868412,0.545589730825551,0.49592429946128574,0.5053747234663512,0.5094679248207729,92.3579811276884,0.14999999999999997,0.0,4526.063526465323,0.6949455649777191,0.039931695165589205,0.5406632751917699,0.4918211150520369,0.46310153391021813,0.4648237409002573,98.32049271407782,0.0341602722276707,0.057702140057733935,246.8972272370012,230.06975636943542,228.11877613645308,229.72812908879004,0.7272270315554314,1.3255835731285361,0.6966009576868621,2.0314185586807514,-4.022444196074162,6.307581709126301,0.15,0.3862204977688907
Peak/Normal,Peak,Normal,0.8,-0.30000000000000004,0.05,0.46296296296296297,4348.845929733902,0.6565286729670745,0.06363634305585926,0.4361675704291267,0.4361675704291267,0.0,0.0,100.0,,0.0,4396.996164941654,0.6803834509466574,0.040635083602819595,0.5018076384552371,0.4493215449234084,0.48403401131066287,0.4875214982474257,97.56239250876285,0.05000000000000001,0.0,4172.400763433519,0.6815842007450038,0.03842848623948872,0.5031919724640103,0.45119593269759983,0.502232073575446,0.5056959338089816,92.41456099286526,0.14999999999999994,0.0,4392.31584087549,0.6793482822137784,0.04109140595280862,0.49962203913130365,0.4475442620524873,0.46171769186517236,0.46183626235112607,97.6163490494495,0.05177285502314743,0.05771901351929145,241.42715628416005,228.68975355342178,223.27661354898032,223.15647674691388,0.7283351837784141,1.10719570170419,-0.10644366950968115,0.9995734924609617,-4.057287132064006,5.270708398130951,0.15,0.398050398704864
Peak/OffPeak,Peak,OffPeak,0.8,-0.30000000000000004,0.05,0.5,4172.443212727952,0.629897828008447,0.09379058574932016,0.38645212571548,0.38645212571548,0.0,0.0,100.0,,0.0,4316.201832641381,0.6679778751607616,0.041817170358947296,0.4453176549098254,0.3851453074129942,0.48572586965115605,0.4902880473888521,97.54855976305575,0.05000000000000001,0.0,4094.27776710824,0.6690207811613444,0.042644790237632055,0.44656881738688015,0.3870184112347138,0.5032883325584439,0.5073924588979364,92.38911311653094,0.14999999999999994,0.0,4362.640506467379,0.6681456788227419,0.04123067262830689,0.44498090866199536,0.38351141007294215,0.4766354680796789,0.4812470288169359,98.57976845939076,0.029200561471131054,0.01611630609793702,254.01465620882107,232.02196079487834,223.953533821727,236.65986159718193,0.6910549917394383,3.4454302331759896,1.0759152520348931,4.558415394587845,-1.873373504072396,6.5545806763541075,0.15,0.4440980836381312
Normal/Peak,Normal,Peak,0.8,-0.30000000000000004,0.05,0.5046296296296297,4349.031262958976,0.656556652016754,0.05907956424512264,0.43833478530095754,0.43833478530095754,0.0,0.0,100.0,,0.0,4422.287678502323,0.6843009000120455,0.0393233326962809,0.5023751060718903,0.4491848846484704,0.4847848752465294,0.4874712909976768,97.56264354501161,0.05000000000000001,0.0,4187.72800219062,0.6840701041493388,0.038769607842169804,0.5051206936895466,0.4520722056388307,0.5025937203588107,0.5052231290052961,92.42165306492056,0.14999999999999994,0.0,4446.117552822316,0.6829895532759968,0.03924303611119655,0.5005658356901651,0.4472250151127426,0.45682489252702113,0.45608722554768477,98.27291505681652,0.03764109761568918,0.0655208835696104,250.69148983333835,230.29525057455362,222.87343952756265,237.2245221856901,0.7183877611062077,1.6844306493557974,0.5388585287165977,2.232365876286765,-3.7089469128950205,6.170160776834861,0.15,0.40455787540863125
Normal/Normal,Normal,Normal,0.8,-0.30000000000000004,0.05,0.4583333333333333,4277.19321393367,0.6457115359199384,0.06087137921423251,0.37880537299414774,0.37880537299414774,0.0,0.0,100.0,,0.0,4343.709852266683,0.6720053284927721,0.03907048336150185,0.4466034765991681,0.3922181049157611,0.4797688498252809,0.4834475342703536,97.58276232864824,0.05000000000000002,0.0,4117.963193046148,0.6725522074366574,0.040207946677238614,0.45050397334421705,0.39460815796678494,0.5010395446329823,0.503966381057738,92.44050428413394,0.14999999999999994,0.0,4360.832259657805,0.6707237489198339,0.0414760633142971,0.44297650273209255,0.3908090600869349,0.4457243348898519,0.4464379987735248,98.14930277390852,0.04206105712355894,0.08159962773199048,240.1422064580855,240.61358578983007,227.43300476639507,252.57032429062434,0.7345215759849906,1.555146915419285,0.3941885617011611,1.9554656883786774,-3.722768949712251,5.897795954606401,0.15,0.40503632242907617
Normal/OffPeak,Normal,OffPeak,0.8,-0.30000000000000004,0.05,0.4722222222222222,4072.64023975775,0.6148309540697087,0.0829110746201275,0.31164338033682903,0.31164338033682903,0.0,0.0,100.0,,0.0,4198.8560249817065,0.6496119369713853,0.04427181797552529,0.37495781570015063,0.3150804060345955,0.4759006804732072,0.4836689758065471,97.58165512096726,0.05000000000000001,0.0,3986.7615276428737,0.6509390151469592,0.04257629959158932,0.37567209396149237,0.31675456495834114,0.4942818592602702,0.5020687508327407,92.46896873750887,0.14999999999999994,0.0,4208.407896121274,0.6500367649155683,0.043839011725395366,0.37474318469478435,0.3149529642387191,0.4748586459741707,0.4827293534505774,97.73176079568864,0.04716939112712688,0.002470433910861633,269.3172048096964,234.2258812792673,223.76347054015693,245.91732477550843,0.7311227024341779,3.0991145250645604,0.22748746522235655,3.333652087364324,-2.1086741538453304,5.559559229755226,0.15,0.45664412556723905
OffPeak/Peak,OffPeak,Peak,0.8,-0.30000000000000004,0.05,0.5185185185185185,4165.422802170518,0.6288379834194623,0.09057628213132007,0.3828671740028858,0.3828671740028858,0.0,0.0,100.0,,0.0,4312.3900100860055,0.6673571347108365,0.040819861504964604,0.4410991276632686,0.38088391412624945,0.4855598189490219,0.4894993567261538,97.55250321636922,0.05000000000000001,0.0,4086.7819137399574,0.6676170481453252,0.03996857803877206,0.4417852474762585,0.38339300912072327,0.5019453093570353,0.5057723063090688,92.41341540536396,0.14999999999999994,0.0,4356.865461295086,0.6661564817686461,0.04264533216798558,0.44215356643140047,0.3781197388461235,0.45813722995767664,0.46023775409406376,98.74069526564799,0.02794060975895027,0.0634791860637468,267.0381450184006,234.87139133376522,230.65647381483737,237.27669914013458,0.6843207291538367,3.5282662744081184,1.0313411149051737,4.595995850044596,-1.8879449257727685,6.608709572857181,0.15,0.4408514449465213
OffPeak/Normal,OffPeak,Normal,0.8,-0.30000000000000004,0.05,0.4861111111111111,4072.6193662469104,0.6148278028754395,0.08222810720583919,0.31418668795211196,0.31418668795211196,0.0,0.0,100.0,,0.0,4213.285484510409,0.6517124595785568,0.04443812175005009,0.37358655723817047,0.31385228888951383,0.4744975926763945,0.4801751301661008,97.5991243491695,0.05000000000000001,0.0,4000.213374250776,0.6525874088560585,0.04345308570793288,0.3756461075017878,0.31641440743926175,0.49251480008368165,0.4974713362523622,92.53792995621457,0.14999999999999994,0.0,4205.349236130331,0.6495494963012695,0.04327406150146944,0.3697605955147727,0.3119892546907973,0.4408476918903192,0.44518947010809873,97.72869324491589,0.047352317852962844,0.08612696561362326,261.7813265783226,235.3514911715525,234.35019349445082,251.63469397375087,0.7216819797464958,3.45394709432737,-0.18836246461948278,3.259078689834359,-1.7778728008863685,5.128122994638403,0.15,0.4450088225034243
